93	-13 9	-1440.53	-24692.1	12111	105.658	6.41113
94	13 9	-578.93	-7953.21	4260.4	105.658	5.77022
95	13 2	-481.896	-1077.18	1935.03	105.658	19.6974
96	-13 10	8692.39	4316.23	12674.4	105.658	16.8275
97	-13 10	1036.99	147.088	1328.25	105.658	14.3766
98	13 2	1847.62	1223.31	2976.76	105.658	20.6492
99	-13 2	1073.62	298.108	1723.93	105.658	19.57
100	13 2	543.097	333.947	841.064	105.658	19.9813
101	13 2	887.7	564.549	1395.59	105.658	20.442
102	13 2	1103.79	518.447	1764.03	105.658	20.5648
103	-13 2	1329.23	582.012	2296.98	105.658	20.185
104	13 2	261.857	149.555	496.084	105.658	19.9123
105	-13 2	1393.17	740.229	2723.13	105.658	20.1624
106	-13 2	972.849	-279.209	1701	105.658	20.0641
107	13 2	2405.73	-385.839	4392.99	105.658	19.7186
108	13 2	650.459	-33.8276	1141.65	105.658	18.3069
109	13 2	874.377	-101.449	1646.2	105.658	18.7068
110	13 2	1423.17	-464.458	2781.21	105.658	19.3579
111	-13 2	1795.81	-931.439	4630.05	105.658	18.7199
112	13 2	2011.14	-437.09	4237.09	105.658	18.5588
113	-13 2	592.412	-223.914	1119.86	105.658	18.7253
114	-13 2	2428.37	-299.705	5125.57	105.658	18.3887
115	-13 2	4128.42	-665.427	7787.38	105.658	20.2647
116	-13 2	615.538	2.06299	1265.95	105.658	18.3688
117	-13 2	4164.35	-803.398	8116.43	105.658	18.8788
118	-13 2	3264.35	-700.099	6440.89	105.658	18.4909
119	-13 2	4671.11	-901.826	9262.51	105.658	18.434
120	-13 2	872.543	-405.828	1361.95	105.658	19.5489
121	13 2	122.457	51.5606	345.658	105.658	17.3835
122	-13 2	684.558	-207.255	1336.92	105.658	18.6233
123	-13 2	3582.59	-635.271	6773.02	105.658	19.4741
124	13 2	7371.32	-750.302	13559.2	105.658	20.0576
125	-13 2	1545.3	-408.538	2754.37	105.658	18.7239
126	-13 2	2947.29	-604.42	5889.07	105.658	18.5263
127	13 2	8317.59	-1367.79	16096.8	105.658	18.7425
128	13 2	2359.98	-879.672	4953.08	105.658	19.6398
129	-13 2	680.843	123.633	1294.89	105.658	19.1693
130	-13 1	-1645.47	6993.27	5361.39	105.658	9.45488
131	13 2	-148.441	282.492	1410.62	105.658	16.6699
132	-13 8	2270.02	1262.18	2225.56	105.658	13.4655
133	13 8	-796.034	63.8819	681.332	105.658	13.0323
134	13 10	-3904.82	2385.81	5724.82	105.658	16.6231
135	13 0	-5443.8	2760.58	6797.62	105.658	15.2439
136	13 10	-539.367	125.088	773.617	105.658	16.2439
137	13 2	433.159	-171.298	670.789	105.658	19.4577
138	-13 10	212.269	-49.1155	287.789	105.658	18.2717
139	13 2	164.015	-33.5268	413.805	105.658	18.1582
140	13 8	-4914.56	10525.4	9019.04	105.658	14.0392
141	13 8	-1704.08	4316.52	4013	105.658	12.7726
142	13 8	-11306.1	23969.1	23910.5	105.658	12.4016
143	-13 0	-8441.4	15491.1	15566.1	105.658	13.1352
144	13 2	308.177	-285.302	657.988	105.658	19.1121
145	-13 10	3793.46	-2462.71	5171.6	105.658	18.5731
146	-13 1	-955.069	-3089.33	1849.72	105.658	10.8147
147	13 1	-2432.88	-4751.23	3558.26	105.658	9.92487
148	-13 1	-1362.64	-3845.12	2806.55	105.658	9.98271
149	13 1	-1591.2	2752.72	1713.03	105.658	11.8405
150	-13 8	-744.563	732	675.003	105.658	15.8669
151	-13 8	-6225.78	7337.55	5889.91	105.658	13.2037
152	13 10	463.627	2777.6	4200.7	105.658	16.6586
153	13 10	458.571	1038.13	1530.78	105.658	17.3108
154	13 0	1127.48	3990.02	4642.64	105.658	15.1319
155	-13 10	750.158	2019.05	2897.12	105.658	16.2399
156	-13 2	480.657	2069.64	3403.46	105.658	18.6388
157	-13 2	16.0632	45.6566	370.055	105.658	17.4522
158	13 10	1597.38	8386.77	12910.8	105.658	17.3848
159	-13 10	491.559	2049.52	3159.71	105.658	17.4321
160	13 2	218.429	386.357	638.691	105.658	18.6716
161	13 10	891.343	3516.6	5490.8	105.658	17.5758
162	-13 2	131.305	749.901	1242.22	105.658	19.4084
163	-13 2	182.66	631.593	1365.11	105.658	18.666
164	-13 10	2209.74	9197.36	14090.7	105.658	16.5516
165	-13 10	124.445	2670.85	4224.1	105.658	17.1796
166	13 1	-303.915	2479.38	1408.19	105.658	11.4609
167	13 9	-285.95	3238.31	1411.63	105.658	7.16983
168	-13 1	-2260.06	5589.88	3628.26	105.658	11.118
169	-13 10	658.229	64.8665	961.472	105.658	16.026
170	13 2	4125.1	-1012.75	7372.27	105.658	19.8465
171	13 2	-33.8425	-250.024	884.687	105.658	17.7807
172	-13 2	-2276.08	891.349	6257.84	105.658	17.8052
173	13 2	-1819.9	1591.23	6672.67	105.658	18.141
174	13 2	-4557.45	3949.28	14601.4	105.658	17.3267
175	-13 2	-3940.89	2271.84	12666.1	105.658	18.0293
176	-13 2	-232.868	191.762	751.787	105.658	18.1615
177	-13 2	-1164.93	530.625	3462.12	105.658	18.3109
178	13 2	-1064.52	533.294	3136.93	105.658	18.1875
179	-13 8	-2850.53	1321.17	2531.03	105.658	12.3492
180	13 0	-4485.59	4491.51	4651.71	105.658	18.5029
181	-13 0	777.427	1065.28	1378.46	105.658	14.1449
182	13 2	16.7175	61.3744	273.752	105.658	18.4496
183	13 0	1782.43	2311.45	2680.21	105.658	17.7989
184	13 0	484.33	860.394	1082.09	105.658	15.144
185	-13 10	448.341	592.545	945.684	105.658	17.7607
186	-13 2	-317.206	-43.6939	778.192	105.658	17.6737
187	13 2	1260.79	-2128.01	3319.85	105.658	20.2019
188	-13 2	-3475.89	1284.78	6531.86	105.658	19.0728
189	-13 2	-6943.57	3082.92	13752.3	105.658	19.0543
190	-13 2	-1967	560.987	4144.39	105.658	19.0385
191	13 2	-823.888	240.957	1638.77	105.658	18.3793
192	-13 2	-2897.7	914.508	6182.38	105.658	19.1601
193	13 2	-2420.38	1313.9	5273.04	105.658	19.6783
194	13 2	-1909.66	1049.28	4540.82	105.658	18.8964
195	13 2	-6093.26	3826.88	13424.2	105.658	19.7367
196	13 2	-7162.6	3446.67	13824.3	105.658	19.1563
197	13 1	7.20834	1580.77	806.783	105.658	11.8853
198	-13 1	-422.983	2749.56	2100.41	105.658	10.0694
199	13 1	231.202	3846.25	1861.57	105.658	7.5292
200	-13 11	-772.928	-979.134	2968.62	105.658	21.2867
201	13 3	-514.609	-234.19	2797.75	105.658	23.8554
202	-13 2	184.355	161.433	897.932	105.658	16.6322
203	13 0	-1182.58	156.424	1216.92	105.658	15.1077
204	-13 2	368.988	850.229	1432.01	105.658	20.1083
205	-13 2	481.021	1177.81	2351.39	105.658	18.3989
206	13 2	2.6007	206.766	446.7	105.658	17.807
207	-13 2	-217.824	-252.595	564.549	105.658	18.7001
208	13 1	-14676.7	-6285.07	8588.47	105.658	12.8186
209	13 1	-16334.2	-7414.69	9900.97	105.658	11.4748
210	-13 1	-6183.43	-4278.95	3800.22	105.658	11.9292
211	13 2	-47.1689	84.5525	314.374	105.658	17.0171
212	13 2	802.756	-4271.52	8512.8	105.658	19.0602
213	13 2	106.82	-1915.44	3639.89	105.658	18.2332
214	-13 2	1464.59	-5667.51	9511.24	105.658	19.5956
215	-13 2	843.012	-4658.69	7966.03	105.658	19.5524
216	-13 2	626.792	-1407.74	2311.65	105.658	18.961
217	13 9	-23839.7	26491.7	9721.4	105.658	11.5437
218	13 9	-49984.5	53493.5	20000	105.658	10.6782
219	-13 9	-17885	17571.4	7376.47	105.658	10.4509
220	13 9	-18033	19915.2	6683.75	105.658	11.6749
221	-13 9	-12975.1	12579.5	5793.68	105.658	9.40329
222	-13 9	-1069.53	853.162	537.304	105.658	6.99961
223	13 9	-11924.7	13118.9	5477.97	105.658	9.38618
224	-13 9	-45304.4	44898.4	18666.2	105.658	9.6648
225	13 9	-9309.17	10470.5	3710.34	105.658	12.046
226	-13 9	-3266.66	2656.24	1447.26	105.658	8.39402
227	-13 9	-80453.8	80734	32288	105.658	10.5989
228	-13 9	-25360	23443	10509.2	105.658	10.2113
229	-13 9	-383.071	266.263	170.391	105.658	8.40696
230	-13 9	-14864.1	14286.5	5990.04	105.658	10.3229
231	13 9	-6360.67	7831.71	2821.74	105.658	10.7043
232	13 9	-15934.2	17890.7	6109.1	105.658	11.2863
233	-13 9	-4076.86	3133.45	1507.7	105.658	9.99086
234	-13 9	-29050.9	28270.9	12177.5	105.658	10.181
235	-13 9	-3426.2	2911.9	1341.36	105.658	9.69162
236	13 9	-11404.4	13310	4322.24	105.658	11.3292
237	-13 9	-57015.5	56045.7	23722.8	105.658	9.88799
238	13 9	-31114.9	34261.8	12927.9	105.658	10.5543
239	13 2	-811.427	-1848.74	2537.27	105.658	18.2039
240	-13 2	-246.92	-664.103	1094.61	105.658	19.1213
241	-13 2	-51.6816	-157.144	331.511	105.658	18.4795
242	13 3	-93.5832	-234.79	1997.61	105.658	22.1258
243	-13 3	-236.195	-1017.98	10279.2	105.658	22.699
244	-13 3	-375.04	-95.7486	2911.5	105.658	22.0339
245	-13 3	-42.0555	-182.66	2122.84	105.658	23.0171
246	-13 3	-6.8708	-200.726	3911.62	105.658	21.8917
247	-13 3	-6.90708	-157.341	1037.54	105.658	24.5431
248	-13 3	113.157	-919.575	5608.38	105.658	21.9719
249	13 2	56.1886	87.6595	483.328	105.658	16.1013
250	-13 3	-450.068	-2253.58	27116.6	105.658	22.3072
251	13 3	444.058	2394.17	29950	105.658	22.6824
252	-13 3	189.684	661.968	11611	105.658	22.3628
253	-13 3	202.305	569.166	7521.64	105.658	22.3302
254	-13 3	154.775	603.927	12070	105.658	22.7847
255	-13 3	516.426	1877.82	29574.1	105.658	21.9518
256	-13 3	-79.6469	47.5156	1929.3	105.658	22.0263
257	-13 3	-544.73	2066.11	15701.7	105.658	22.6143
258	-13 3	189.951	277.98	4930.37	105.658	23.8156
259	-13 3	182.072	754.134	11572.6	105.658	21.966
260	13 3	180.142	1727.6	22197.4	105.658	24.2725
261	13 3	107.483	198.196	2199.73	105.658	22.5727
262	13 11	-53.0812	284.189	2020.25	105.658	18.505
263	13 2	78.0844	616.053	4329.15	105.658	16.9227
264	-13 3	486.56	167.051	4832.84	105.658	23.3121
265	13 3	312.848	824.135	7531.05	105.658	23.8785
266	13 2	152.739	9.32825	570.198	105.658	16.7972
267	-13 10	-259.382	555.143	856.012	105.658	16.9641
268	13 8	7672.44	22837.5	21199.4	105.658	12.3469
269	13 8	2669.41	9105.53	8191.7	105.658	13.3506
270	13 0	136.581	1099.11	1114.9	105.658	14.6022
271	-13 8	283.752	1259.39	1229.17	105.658	12.3334
272	13 8	1058.58	2192.98	2003.05	105.658	13.3496
273	-13 3	3644.88	-4116.1	19703.6	105.658	23.8421
274	-13 3	465.936	-1335.44	4321.63	105.658	23.7919
275	13 3	650.733	-605.717	4593.54	105.658	22.8505
276	-13 3	1160.12	-1775.69	6498	105.658	23.8562
277	-13 3	246.157	-899.687	2755.55	105.658	23.1003
278	13 2	-1045.35	-1659.33	2647.6	105.658	21.2965
279	-13 2	-939.389	-1344.58	2171.59	105.658	21.5804
280	-13 2	-4706.43	-8231.42	12141.8	105.658	21.8029
281	13 2	-3370.65	-5052.12	8668.77	105.658	20.184
282	13 2	-6916.36	-11725.2	18864.3	105.658	20.9322
283	13 2	-251.009	-242.402	605.528	105.658	19.3528
284	13 2	-907.268	-1398.68	2630.55	105.658	19.2751
285	13 2	-924.442	-1187.4	2514.48	105.658	18.9589
286	-13 2	-1102.34	-2765.78	4088.57	105.658	19.9567
287	13 11	-368.213	-499.348	1090.83	105.658	20.7608
288	13 2	-2362.44	-3426.46	5560.93	105.658	20.2954
289	13 10	-1946.06	-3976.84	5260.64	105.658	17.7704
290	-13 2	-886.896	-2021.84	2818.7	105.658	19.8327
291	-13 3	-200.779	178.203	959.021	105.658	24.8534
292	-13 10	-7131.36	-2728.27	10665.4	105.658	16.8889
293	13 2	-432.63	-24.5549	670.258	105.658	19.0051
294	13 9	3505.36	-582.308	1766.5	105.658	6.08728
295	13 1	3302.02	-371.343	1904.66	105.658	11.4288
296	-13 9	1481.65	114.304	669.347	105.658	6.43611
297	-13 10	-3166.95	163.619	4309.36	105.658	16.857
298	-13 0	-6233.28	-186.356	7711.46	105.658	15.2673
299	-13 0	-1789.1	-52.0947	2053.39	105.658	13.8955
300	-13 2	-186.07	-17.1815	333.678	105.658	18.8376
301	-13 2	-941.84	-650.705	2039.8	105.658	19.4969
302	13 2	532.605	-533.671	977.534	105.658	21.0758
303	13 10	-7256.56	-1718.56	9352.72	105.658	17.3892
304	-13 3	4390.46	2583.44	20564.9	105.658	22.2237
305	13 3	4832.71	3116.04	21942.1	105.658	23.0786
306	-13 3	11455.3	6725.88	50807.2	105.658	22.7207
307	13 3	63.0941	220.839	1365.71	105.658	21.9579
308	13 3	237.23	37.8238	1105.85	105.658	25.1871
309	-13 3	1009.81	597.851	4718.09	105.658	23.7226
310	13 3	1861.78	1214.14	8212.65	105.658	23.5393
311	13 2	-15.6675	13.9008	323.55	105.658	17.1093
312	-13 2	695.26	725.103	3738.71	105.658	16.5524
313	-13 2	624.097	30.4309	1493.76	105.658	17.454
314	-13 3	244.483	185.539	1500.94	105.658	21.9721
315	13 11	7229.45	4210.25	29593.1	105.658	20.8089
316	-13 2	1305.4	942.64	4944.14	105.658	18.0443
317	13 3	1056.78	412.866	4689.01	105.658	22.8054
318	-13 2	1.46061	-16.352	458.735	105.658	16.9576
319	13 2	961.514	672.24	3724.88	105.658	17.2288
320	-13 2	159.677	-31.2228	553.502	105.658	17.624
321	13 3	762.798	325.996	4462.14	105.658	22.1162
322	13 11	1529.62	1011.84	6729.66	105.658	17.6581
323	13 2	224.846	74.7921	977.325	105.658	16.8223
324	-13 2	617.442	465.134	3038.63	105.658	17.2616
325	13 2	4589.68	3553.43	19805.8	105.658	17.8539
326	13 2	1625.96	1148.57	6560.79	105.658	18.4183
327	-13 3	201.305	-95.4282	1359.33	105.658	23.369
328	13 3	1332.64	547.531	6014.32	105.658	23.3501
329	-13 3	1868.79	750.963	8653.8	105.658	22.8427
330	13 3	1529.54	929.747	7221.59	105.658	24.7105
331	13 3	9319.73	5149.44	41410.3	105.658	23.3253
333	13 2	389.398	340.418	1777.25	105.658	17.3727
334	-13 3	5969.44	3587.54	26300.2	105.658	23.1204
335	-13 11	1492.36	1179.32	7760.88	105.658	19.1506
336	13 3	162.012	160.987	1018.56	105.658	24.3046
337	13 2	548.665	389.661	2324.02	105.658	17.5115
338	13 11	2551.68	1609.15	11332.4	105.658	17.9812
339	-13 3	3773.52	1916.14	17334.5	105.658	22.8454
340	13 2	520.062	368.418	1733.68	105.658	17.9812
341	-13 3	2709.36	1977.22	14008.8	105.658	23.4706
342	-13 2	1684.93	1067.74	7272.61	105.658	17.4404
343	-13 2	48.3058	-122.87	547.208	105.658	16.7407
344	-13 3	1037.97	520.61	5074.76	105.658	24.9374
345	13 11	1961.78	1205	8174.91	105.658	19.6328
346	13 2	888.449	869.974	5106.81	105.658	16.4434
347	-13 3	2593	1447.28	10449.7	105.658	24.1403
348	13 3	11966.7	7946.11	55890.8	105.658	23.3083
349	13 11	2048.85	1742.42	11747.8	105.658	17.8231
350	13 3	2770.85	1329.85	13095.7	105.658	23.6965
351	13 2	800.254	291.933	2789.59	105.658	16.767
352	-13 11	1182.2	768.394	5225.7	105.658	20.2288
353	13 3	2692.29	1573.65	10975.3	105.658	22.5528
354	-13 11	2098	1727.55	10993.5	105.658	17.3802
355	-13 2	359.585	267.742	1383.39	105.658	17.7308
356	13 11	643.944	401.951	2465.82	105.658	20.0323
357	-13 3	17961.6	10546.5	80267	105.658	22.74
358	-13 3	272.143	115.734	1234	105.658	22.8828
359	-13 11	1983.84	1016.04	6994.65	105.658	19.9324
360	13 3	907.563	485.308	4143.01	105.658	22.9954
361	13 3	18477.5	11121.8	80501	105.658	24.7534
362	-13 11	630.616	375.913	3847.55	105.658	19.3116
363	-13 3	841.56	425.318	4765.37	105.658	22.3253
364	-13 3	1596.39	795.255	6999.76	105.658	22.823
365	13 3	672.952	623.289	4052.65	105.658	22.3856
366	-13 3	1032.56	566.43	4799.03	105.658	22.9557
367	13 2	190.664	187.146	1209.77	105.658	16.9963
368	13 2	2772.56	2014.92	12639.2	105.658	17.1918
369	13 11	424.417	211.707	1554.3	105.658	19.4101
370	-13 3	1985.49	1275.4	9748.78	105.658	24.4612
371	13 3	1329.65	811.48	6326.4	105.658	23.4353
372	13 11	2346.37	1471.38	9623.57	105.658	18.756
373	-13 3	154.43	218.853	1240.71	105.658	22.4382
374	13 2	339.776	390.645	1470.59	105.658	17.6618
375	-13 11	605.998	439.502	3188.35	105.658	20.2368
376	-13 11	14751.9	9448.2	66378.7	105.658	20.314
377	13 3	3534.21	2044.52	15106.1	105.658	22.4441
378	13 11	3967.25	2441.34	16761.5	105.658	18.1772
379	13 2	441.131	97.9087	1894.31	105.658	17.2828
380	13 2	34.2923	197.554	501.444	105.658	17.0433
381	-13 2	1685.52	1716.59	10680.9	105.658	17.1248
382	13 2	2737.73	2343.67	13131.7	105.658	17.74
383	-13 2	127.015	4.64586	480.251	105.658	17.8565
384	13 2	128.957	315.443	684.778	105.658	18.7063
385	13 2	410.284	175.071	1234.73	105.658	18.1482
386	-13 3	2346.54	1112.82	10640.1	105.658	22.9944
387	13 2	1805.91	1299.19	8103.72	105.658	16.8671
388	-13 3	1646.48	861.392	7882.45	105.658	22.9373
389	-13 3	1180.07	705.046	5629.51	105.658	23.1838
390	13 3	757.619	417.315	3773.56	105.658	23.1898
391	-13 3	530.283	287.817	2511.61	105.658	23.0257
392	-13 3	-254.373	-78.133	1367.85	105.658	23.4186
393	-13 3	77.8347	53.2183	1405.16	105.658	23.0147
394	13 3	1282.27	366.859	5109.39	105.658	23.307
395	-13 3	2791.98	1852.51	13088.9	105.658	22.456
396	-13 3	1617.26	850.774	6761.74	105.658	22.9247
397	13 3	9081.6	5316.79	39258.3	105.658	23.3195
398	-13 3	1518.41	574.333	5901.58	105.658	23.096
399	13 2	2407.42	1724.16	9203.84	105.658	16.8831
400	-13 3	2363.09	1110.45	9690.19	105.658	22.8164
401	13 3	1483.19	327.067	6949.08	105.658	23.3522
402	13 11	1347.41	829.077	5592.86	105.658	19.5469
403	-13 11	1046.06	319.442	3611.13	105.658	20.739
404	13 11	1992.42	1199.68	8448.74	105.658	19.7817
405	13 2	241.719	207.32	1251.26	105.658	17.4689
406	13 2	868.805	491.189	2827.17	105.658	17.1865
407	-13 3	1990.72	1250.14	11213	105.658	21.9102
408	13 3	5040.93	3257.9	23343.8	105.658	24.5734
409	13 3	2511.77	1137.08	11309.4	105.658	23.6875
410	-13 3	3391.23	2188.13	15150	105.658	23.4672
411	13 3	4918.6	2508.12	20883.5	105.658	24.3333
412	-13 3	611.542	-8.70079	2484.26	105.658	23.8687
413	-13 11	4066.88	2605.68	17824.9	105.658	19.0308
414	-13 3	386.297	87.7618	1596.26	105.658	22.7108
415	-13 3	2305.19	930.003	8879.94	105.658	23.4459
416	-13 3	4140.45	2676.88	18674.4	105.658	23.7663
417	-13 3	8842.39	5188.08	38907.6	105.658	23.8213
418	-13 2	1474.99	755.651	4933.65	105.658	18.7515
419	-13 2	198.903	-44.6847	437.878	105.658	18.0645
420	13 2	318.744	313.634	641.549	105.658	20.2327
421	-13 3	1644.68	974.45	7436.06	105.658	22.2767
422	-13 3	2377.42	948.151	9558.87	105.658	23.0754
423	13 11	6722.63	4557.02	31975.6	105.658	20.9466
424	13 3	598.694	353.912	2680.14	105.658	22.5918
425	13 11	1584.41	1067.66	7428.23	105.658	18.6748
426	-13 3	6858	4353.85	31111.1	105.658	22.6605
427	13 3	3507.97	1710.23	14412.8	105.658	22.9322
428	-13 3	7391.26	4425.25	32649.6	105.658	24.0638
429	13 2	509.79	403.35	1446.82	105.658	18.9158
430	13 2	1098.33	547.708	3552.38	105.658	16.6466
431	-13 11	1406.48	715.801	5380.49	105.658	21.4764
432	13 3	18797.4	10929.8	83962.8	105.658	22.0733
433	-13 3	2324.23	1045.18	9342.43	105.658	23.4903
434	13 3	7829.67	5028.97	35797.3	105.658	22.722
435	13 2	78.8893	-103.352	402.66	105.658	17.5004
436	13 3	5773.71	3501.94	26087.4	105.658	23.6721
437	13 3	1716.22	1035.37	7849.53	105.658	23.1487
438	13 3	3861.42	2288.37	17114	105.658	23.997
439	-13 3	4505.38	2129.88	20942.9	105.658	23.1355
440	13 2	1771.48	1495.99	8709.61	105.658	17.8043
441	-13 3	13435	7739.45	59331.3	105.658	23.2518
442	-13 3	5930.07	3682.98	26902	105.658	22.5799
443	13 2	364.83	308.883	1507.42	105.658	17.6967
444	-13 2	210.476	-6410.49	10004.4	105.658	19.2702
445	-13 10	-78.9401	-4165.97	5441.49	105.658	17.7615
446	-13 2	-1.13268	-3277.88	5684.22	105.658	19.4375
447	-13 2	290.79	-5083.06	7382.08	105.658	20.0469
448	13 2	-97.762	-2011.67	3067.35	105.658	19.8732
449	13 2	223.685	-3913.02	6832.16	105.658	19.3012
450	-13 2	-0.84074	-5381.59	8940.19	105.658	20.106
451	13 3	-696.252	-50.2621	2790.75	105.658	22.3962
452	13 2	-49.1543	162.828	655.295	105.658	17.5234
453	13 2	39.7114	-64.6997	245.898	105.658	18.325
454	-13 2	-559.733	364.828	1909.84	105.658	16.6775
455	-13 2	-4283.13	2304.13	11337.8	105.658	19.5292
456	13 2	-805.446	3.39662	1281.65	105.658	19.3499
457	13 0	-61.915	1026.96	1059.1	105.658	14.6355
458	13 2	-164.057	1247.05	2423	105.658	18.6651
459	13 2	-103.085	5147.94	8578.96	105.658	18.8753
460	13 10	-60.6223	2124.57	3394.57	105.658	16.2533
461	-13 2	-218.133	853.201	1831.93	105.658	18.9976
462	-13 2	-69.7539	142.821	515.161	105.658	16.7516
463	13 2	-134.666	2391.44	4953.54	105.658	19.2056
464	-13 2	-100.249	141.15	737.465	105.658	17.7661
465	-13 2	-1211.52	3472.76	8477.01	105.658	17.9296
466	13 2	-46.2241	372.922	848.585	105.658	18.2288
467	-13 0	-7056.04	-1484.26	8274.14	105.658	15.3637
