3492.32	0.475575	19.2559
2651.76	0.540158	19.9384
3492.32	0.475575	18.5216
2358.25	0.357302	17.204
6303.48	0.313394	18.2406
3589.35	0.345523	17.8438
3286.57	0.251885	21.339
5727.24	0.280144	17.555
13047.7	0.252287	16.6458
5338.14	0.341704	17.0354
1874.01	0.199826	22.3847
2410.37	0.304212	17.3752
5813.59	0.247689	22.7946
4865.41	0.285451	20.455
2997.63	0.322246	19.4646
3346.7	0.297793	20.8552
6844.91	0.283902	24.5597
2852.98	0.26108	18.2053
487.364	0.471093	18.7226
7492.15	0.272795	23.9307
1180.54	0.3664	17.3384
2461.9	0.344311	17.2666
15086.6	0.277007	23.8943
9110.95	0.322267	18.9086
2160.71	0.325448	17.3621
26557.8	0.289248	23.826
40704	0.299761	20.3051
1265.98	0.234028	23.8184
6123.29	0.292072	24.5113
279.485	0.431851	18.7944
5854.42	0.270239	23.2573
1325.17	0.309146	17.5512
1835.48	0.772922	15.8966
22457.2	0.81034	11.9659
1567.97	0.974027	10.0637
9635.17	0.782067	15.1713
4051.25	0.732617	15.0719
2520.97	0.87125	13.5214
872.852	0.534592	18.7078
2236.9	0.558722	18.7456
393.18	0.360085	17.8345
4168.36	0.661585	22.1175
1490.98	0.679708	16.93
509.851	0.845071	16.2524
839.553	0.955705	10.405
470.285	0.991059	9.5169
596.618	1.04537	11.1543
36640.1	0.97949	10.9801
8334.57	0.942317	15.1866
15211	0.931885	14.4621
7165.65	0.51643	20.0117
1198.7	0.438495	18.9218
1456.67	0.366516	20.8568
9866.01	0.782725	11.9367
1062.2	0.818792	12.2888
3629.84	0.799811	11.7969
5246.61	0.23972	17.1934
5186.85	0.273088	17.2563
1666.01	0.219005	22.0196
7652.94	0.433329	18.8779
1881.34	0.445482	18.9703
19279.4	0.454656	18.2083
2830.64	0.385623	17.5047
10956.6	0.459349	18.7439
9779.69	0.427522	18.628
2377.25	0.463204	18.2681
4247.32	0.414321	18.1258
2464.92	0.518304	19.3609
2302.17	0.510061	19.1709
10973.9	0.461993	19.1044
1854.89	0.256426	20.2897
3256.48	0.468434	19.4326
2249.95	0.420223	18.4684
6130.89	0.442066	18.8977
7879.48	0.45213	19.0893
11748.3	0.414067	18.8638
5111.17	0.462431	18.5727
25962.3	0.441182	18.4619
729.424	0.496336	19.0609
2024.11	0.479932	18.4599
10715.8	0.448861	18.7312
3043.79	0.410227	18.9391
2153.05	0.84217	15.401
15466.1	1.04181	10.8073
623.92	0.636884	13.4081
1218.79	1.35776	0
11559.1	1.26939	9.05597
22081.7	1.27863	6.69262
826.347	0.880967	13.0645
7453.04	1.12612	6.90438
2069.99	1.16144	7.58061
2783.78	1.06834	7.69962
13804.5	1.08555	5.79101
27540.2	1.11547	6.41113
9041.62	1.08015	5.77022
2268.93	0.5494	19.6974
15963.7	0.653514	16.8275
1694.81	0.670173	14.3766
3712.47	0.64045	20.6492
2055.39	0.575838	19.57
1060.67	0.655156	19.9813
1750.87	0.648349	20.442
2147.12	0.606617	20.5648
2718.98	0.564617	20.185
590.084	0.57222	19.9123
3148.88	0.526059	20.1624
1982.16	0.539132	20.0641
5024.53	0.506788	19.7186
1318.62	0.524072	18.3069
1869.75	0.49401	18.7068
3160.29	0.49483	19.3579
5053.81	0.41243	18.7199
4711.67	0.452685	18.5588
1290.87	0.520592	18.7253
5680.62	0.445743	18.3887
8839.75	0.492929	20.2647
1411.62	0.458305	18.3688
9158.32	0.481642	18.8788
7255.5	0.478417	18.4909
10413.3	0.474581	18.434
1670.96	0.617944	19.5489
385.094	0.456515	17.3835
1519.9	0.495752	18.6233
7689.18	0.49314	19.4741
15451.9	0.500155	20.0576
3186.31	0.526763	18.7239
6613.94	0.472566	18.5263
18170.6	0.482431	18.7425
5557.65	0.470773	19.6398
1471.98	0.495585	19.1693
8964.88	0.929738	9.45488
1450.12	0.23394	16.6699
3422.04	0.862738	13.4655
1055.05	0.868749	13.0323
7329.7	0.674459	16.6231
9136.44	0.731742	15.2439
957.189	0.629677	16.2439
823.463	0.618765	19.4577
376.107	0.699478	18.2717
458.719	0.446212	18.1582
14706.8	0.910622	14.0392
6136.09	0.857937	12.7726
35694.1	0.836759	12.4016
23527.6	0.847831	13.1352
787.707	0.58208	19.1121
6871.09	0.718702	18.5731
3726.76	1.05142	10.8147
6416.03	0.982928	9.92487
4952.74	0.968342	9.98271
3613.17	1.07685	11.8405
1247.79	0.999222	15.8669
11282.8	1.02157	13.2037
5058.37	0.590888	16.6586
1908.52	0.640032	17.3108
6225.49	0.729141	15.1319
3611.62	0.63988	16.2399
4013.62	0.558638	18.6388
387.875	0.304297	17.4522
15478.7	0.584293	17.3848
3799.62	0.588839	17.4321
784.903	0.620273	18.6716
6581.87	0.58406	17.5758
1460.78	0.554082	19.4084
1518.87	0.453846	18.666
16971.5	0.591232	16.5516
5000.31	0.564666	17.1796
2869.47	1.05785	11.4609
3545.74	1.16133	7.16983
7037.76	1.02916	11.118
1171.78	0.60847	16.026
8509.03	0.522839	19.8465
926.009	0.299864	17.7807
6719.13	0.372704	17.8052
7097.87	0.347888	18.141
15798.1	0.391725	17.3267
13458.6	0.344875	18.0293
816.913	0.402007	18.1615
3692.7	0.355258	18.3109
3356.95	0.36406	18.1875
4035.88	0.892929	12.3492
7870.44	0.938454	18.5029
1910.64	0.764878	14.1449
300.25	0.423279	18.4496
3964.16	0.828325	17.7989
1468.65	0.742483	15.144
1207.31	0.670844	17.7607
848.101	0.408872	17.6737
4141.33	0.640764	20.2019
7510.58	0.516227	19.0728
15711.6	0.504749	19.0543
4622.87	0.458997	19.0385
1852.99	0.485609	18.3793
6889.56	0.457056	19.1601
5949.85	0.481615	19.6783
5037.66	0.447862	18.8964
15231.3	0.492074	19.7367
15946.9	0.52186	19.1563
1777.91	1.09979	11.8853
3487.39	0.924433	10.0694
4280.62	1.12089	7.5292
3221.8	0.399085	21.2867
2856.26	0.202761	23.8554
936.746	0.288874	16.6322
1707.34	0.777376	15.1077
1709.05	0.577377	20.1083
2675.6	0.497395	18.3989
503.452	0.479393	17.807
664.177	0.554815	18.7001
18129.6	1.07728	12.8186
20489.6	1.06647	11.4748
8425.98	1.1029	11.9292
345.498	0.427714	17.0171
9558.72	0.47218	19.0602
4115.86	0.48568	18.2332
11168.7	0.551775	19.5956
9267.3	0.53634	19.5524
2780.2	0.589048	18.961
36941.3	1.3045	11.5437
75894.8	1.30412	10.6782
26135.2	1.28467	10.4509
27685.5	1.32697	11.6749
18978.3	1.26056	9.40329
1473.65	1.19758	6.99961
18556	1.27112	9.38618
66459	1.2861	9.6648
14493.8	1.31192	12.046
4453.36	1.2398	8.39402
118462	1.29474	10.5989
36099.3	1.2754	10.2113
507.776	1.22859	8.40696
21469.4	1.28804	10.3229
10477	1.2981	10.7043
24724.6	1.32113	11.2863
5359.44	1.28563	9.99086
42326.1	1.27897	10.181
4693.44	1.28096	9.69162
18053	1.32903	11.3292
83394.7	1.28235	9.88799
48053.6	1.29841	10.5543
3244.25	0.672796	18.2039
1308.18	0.57949	19.1213
385.264	0.53459	18.4795
2016.31	0.136288	22.1258
10332.7	0.101829	22.699
2939.02	0.136946	22.0339
2133.72	0.101013	23.0171
3918.2	0.0579519	21.8917
1054.73	0.180793	24.5431
5685.38	0.164765	21.9719
505.58	0.297789	16.1013
27214	0.084635	22.3072
30049	0.0811998	22.6824
11631.9	0.0599288	22.3628
7546.6	0.0813477	22.3302
12086.6	0.0523411	22.7847
29638.3	0.0658543	21.9518
1934.42	0.0727414	22.0263
15846.8	0.135414	22.6143
4942.98	0.071449	23.8156
11599.1	0.0675537	21.966
22265.5	0.0782355	24.2725
2213.78	0.112713	22.5727
2043.56	0.151198	18.505
4374.74	0.144489	16.9227
4861.29	0.108244	23.3121
7583.2	0.117347	23.8785
599.755	0.31525	16.7972
1058.01	0.628214	16.9641
32091.2	0.84918	12.3469
12536	0.858658	13.3506
1575.08	0.784362	14.6022
1785.67	0.811579	12.3334
3154.86	0.882905	13.3496
20456.6	0.272159	23.8421
4548.42	0.317117	23.7919
4679.97	0.192485	22.8505
6836.24	0.315881	23.8562
2911.06	0.328334	23.1003
3296.53	0.638235	21.2965
2723.47	0.647888	21.5804
15405.9	0.663035	21.8029
10585.1	0.611198	20.184
23263.5	0.625112	20.9322
706.818	0.541967	19.3528
3116.15	0.565788	19.2751
2932.28	0.540375	18.9589
5058.88	0.629713	19.9567
1259.37	0.523302	20.7608
6946.72	0.642647	20.2954
6876.62	0.699749	17.7704
3581.99	0.665013	19.8327
1001.48	0.292216	24.8534
13117.2	0.621367	16.8889
805.097	0.587158	19.0051
3969.67	1.10962	6.08728
3831.47	1.05053	11.4288
1633.26	1.14854	6.43611
5351.46	0.634668	16.857
9917.98	0.680078	15.2673
2726.02	0.717797	13.8955
396.764	0.571671	18.8376
2341.46	0.513223	19.4969
1239.04	0.661702	21.0758
11962.3	0.673165	17.3892
21186.7	0.242873	22.2237
22683.3	0.25634	23.0786
52515.2	0.25574	22.7207
1388.91	0.183043	21.9579
1136.56	0.233005	25.1871
4862.99	0.244728	23.7226
8508.77	0.264595	23.5393
341.009	0.321372	17.1093
3872.76	0.263876	16.5524
1622.62	0.401224	17.454
1535.64	0.21298	21.9721
30753.1	0.275535	20.8089
5200.8	0.315473	18.0443
4825.48	0.238389	22.8054
471.032	0.229	16.9576
